adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tipo,origin_country,original_name,first_air_date,name,media_type,gender,known_for_department,profile_path
False,/5s9XHTB9SLPdg3mNU6BlSLnZ9Qq.jpg,"[18, 35]",34307,en,,"Situada em Chicago, a família Gallagher, uma família da classe trabalhadora de oito pessoas, terá de sobreviver aos altos e baixos da recessão de hoje. Com uma mãe que está fora de cena e um pai alcoólatra que geralmente acaba desmaiado no chão da sala, e com sua filha Fione, de 18 anos de idade, que tem a tarefa de manter seus cinco irmãos e irmãs na linha reta. Esta série é baseada na série britânica de mesmo nome.",105.7641,/ifo31fMWLmyOVpdak9K0kY4jldQ.jpg,,,,8.164,3098.0,Série (Popular),['US'],Shameless,2011-01-09,Shameless,,,,
False,/aSGSxGMTP893DPMCvMl9AdnEICE.jpg,"[80, 18, 9648]",1405,en,,"Renomado funcionário da Polícia de Miami, Dexter esconde de todos uma segunda identidade: ele é um assassino em série que mata os criminosos que a polícia não consegue prender.

para mais assista no site gratuitamente "" www.cineveo.lat """,112.1642,/f1nV5NBIFwfQLw5g8FVrdt90FAy.jpg,,,,8.224,5066.0,Série (Popular),['US'],Dexter,2006-10-01,Dexter,,,,
False,/zZqpAXxVSBtxV9qPBcscfXBcL2w.jpg,"[10765, 18, 10759]",1399,en,,"Em uma terra onde os verões podem durar vários anos e o inverno toda uma vida, sete nobres famílias lutam pelo controle da mítica terra de Westeros, dividida depois de uma guerra. Num cenário que lembra a Europa medieval, reis, rainhas, cavaleiros e renegados usam todos os meios possíveis em um jogo político pela disputa do Trono de Ferro, o símbolo do poder absoluto.",109.3696,/eDn8XWA0a4U3zOhd1gh7HExdt4Y.jpg,,,,8.459,25811.0,Série (Popular),['US'],Game of Thrones,2011-04-17,Game of Thrones,,,,
False,/63FA8vwSZnXkGxedrDQwni4JuZN.jpg,"[18, 80]",1396,en,,"Ao saber que tem câncer, um professor passa a fabricar metanfetamina pelo futuro da família, mudando o destino de todos.",94.1417,/hGwm9Cj3CdbJIqQWNExQqiYmCd4.jpg,,,,8.936,16560.0,Série (Popular),['US'],Breaking Bad,2008-01-20,Breaking Bad,,,,
False,/tc7canPSAn2X14hYi6Rl3gZm1o4.jpg,"[80, 18]",549,en,,"O drama mostra o processo complicado de determinar a culpa ou a inocência, quando vidas estão em jogo. Muitas vezes inspirado pelas notícias mais recentes, o enredo destaca dilemas éticos e pessoais.",103.1672,/1Opw4Qfiza2Uk5ENZgLWVmQyzoL.jpg,,,,7.4,646.0,Série (Popular),['US'],Law & Order,1990-09-13,Lei & Ordem,,,,
False,/2eIlCirgcvEwmCSYh2wDfz5Sxvz.jpg,"[18, 80, 9648]",46952,en,,"Após se entregar à polícia, um brilhante fugitivo oferece ajuda ao FBI, mas apenas se a novata Elizabeth Keen for sua parceira.",99.5151,/ziy2LUOZOA3Ob5hGZAvKXCmvwe9.jpg,,,,7.639,3416.0,Série (Popular),['US'],The Blacklist,2013-09-23,Lista Negra,,,,
False,/lgGZ2ysbRyAOi2VgIZpp6k8qILj.jpg,"[16, 35]",1434,en,,"A série animada apresenta as aventuras da família Griffin. O ignorante Peter e sua esposa Lois residem em Quahog, em Rhode Island e têm três filhos. Meg, a filha mais velha, é uma pária social, e o adolescente Chris é estranho e sem noção quando se trata do sexo oposto. O mais novo, Stewie, é um bebê gênio decidido a matar sua mãe e destruir o mundo. O cachorro falante, Brian, mantém Stewie sob controle enquanto toma martinis e resolve seus próprios problemas de vida.",100.2684,/j28XGzAhvJNGWEHbYrzvREw7kKd.jpg,,,,7.4,4716.0,Série (Popular),['US'],Family Guy,1999-01-31,Uma Família da Pesada,,,,
False,/qVmgq1KXBp6BF2EqYPPaUG9iUGy.jpg,"[80, 18, 9648]",764,en,,Um investigador veterano e um jovem sargento investigam assassinatos na comunidade de Midsomer.,79.7924,/31wojXBSLT6LYTUMyc6BiyXqUyP.jpg,,,,7.5,333.0,Série (Popular),['GB'],Midsomer Murders,1997-03-23,Midsomer Murders,,,,
False,/65Y6PweSvQ1OOFBzStybjipURRP.jpg,"[80, 18, 9648]",4057,en,,"Um esquadrão de elite do FBI estuda as maiores mentes criminosas, antecipando seus próximos passos, antes que eles ataquem novamente. A fim de identificar as motivações dos criminosos e detê-los, cada membro da equipe usa a experiência que possui.",95.7264,/trZTeHWcWDn6adkBBuSwfIhxAJn.jpg,,,,8.305,3952.0,Série (Popular),['US'],Criminal Minds,2005-09-22,Mentes Criminosas,,,,
False,/vNCNUxNHHgP0WsA19hxztUsG3yG.jpg,"[18, 10765]",225171,en,,A pessoa mais triste da Terra deve salvar o mundo da felicidade.,94.6593,/p9J7CXVI5gjkyUo6trV7m85gssW.jpg,,,,8.1,148.0,Série (Popular),['US'],Pluribus,2025-11-06,Pluribus,,,,
False,/vcU8hIHXuADItJSzEmt2F8IMq5l.jpg,"[10759, 18]",252193,ja,,"Conhecido um dia como o samurai invicto, Shujiro decide participar de um jogo mortal de sobrevivência para salvar sua família e seu povo no início da era Meiji.",75.9678,/wP8wvUQ1HRVzaAja2HH5r62WhUa.jpg,,,,8.073,90.0,Série (Popular),['JP'],イクサガミ,2025-11-13,Até o Último Samurai,,,,
False,/wGI8MPfv23B80AF5Yrg1Ss2mVCp.jpg,[35],1668,en,,"Seis jovens são unidos por laços familiares, românticos e, principalmente, de amizade, enquanto tentam vingar em Nova York. Rachel é a garota mimada que deixa o noivo no altar para viver com a amiga dos tempos de escola Monica, sistemática e apaixonada pela culinária. Monica é irmã de Ross, um paleontólogo que é abandonado pela esposa, que descobriu ser lésbica. Do outro lado do corredor do apartamento de Monica e Rachel, moram Joey, um ator frustrado, e Chandler, de profissão misteriosa. A turma é completa pela exótica Phoebe. ",80.6697,/f496cm9enuEsZkSPzCwnTESEK5s.jpg,,,,8.4,8689.0,Série (Popular),['US'],Friends,1994-09-22,Friends,,,,
False,/OwDuNYVpVsC4kBcGvniaEraUM7.jpg,"[80, 18, 9648]",72755,en,,"Emily Byrne é uma agente do FBI que assume a difícil missão de capturar um dos assassinos mais perigosos de Boston, mas, durante as investigações, ela acaba desaparecendo sem deixar pistas. Seis anos depois, ela é encontrada quase sem vida e sem memória dentro de uma cabana no meio da floresta. Ao voltar para a sua vida normal, no entanto, Emily descobre que além de seu marido ter se casado com outra mulher, levar uma vida longe de casos criminais será um sonho distante para ela.",83.3628,/t3yVaAlmCLBwbqTrKGcWHwuCmkh.jpg,,,,7.3,341.0,Série (Popular),['US'],Absentia,2017-09-25,Ausência,,,,
False,/yUOFocKDW7MCC5isx4FK8A68QFp.jpg,"[9648, 10759, 18]",4607,en,,"Os sobreviventes de um voo que estava milhas fora do curso caem em uma ilha que abriga um sistema de segurança monstruoso, uma série de abrigos subterrâneos e um grupo de sobrevivencialistas violentos escondidos nas sombras.",62.1605,/3NVsXuJg8NZZxVghQ90XYugOcfG.jpg,,,,7.9,4757.0,Série (Popular),['US'],Lost,2004-09-22,Lost,,,,
False,/cvlLBcQWpO9X21jDHhgPJnE2aVq.jpg,"[80, 18, 9648]",1431,en,,"Um dedicado grupo de investigadores forenses em um laboratório criminal de Las Vegas se empenha para resolver crimes quase sempre macabros. Trabalhando no turno da noite está o supervisor D.B. Russell, um verdadeiro Sherlock Holmes que devora livros de mistério e assassinatos. Os integrantes da equipe de Russell incluem Catherine Willows, Nick Stokes, Sara Sidle, Greg Sanders e Morgan Brody. O time trabalha de perto com o capitão Jim Brass, um detetive experiente. Entre os chefes anteriores do grupo estão Gus Grissom e o Dr. Raymond Langston.",71.482,/1OOXYxrLLupCiUP78fDVGwaq0As.jpg,,,,7.6,1325.0,Série (Popular),['US'],CSI: Crime Scene Investigation,2000-10-06,CSI: Investigação Criminal,,,,
False,/nO7EzksrBzlNpAg5rgv8HzaBIkx.jpg,[35],1421,en,,"Você consegue acreditar que todos eles são parentes? Nem eles! Modern Family nos traz uma divertida e inovadora visão do que significa criar uma família nesta época doida em que vivemos. Relacionamentos multiculturais, adoção e casamento de pessoas do mesmo sexo são apenas alguns dos assuntos atuais abordados por esta série que os analisa de modo divertido e sensível. Não importa o tamanho ou a formação, a família sempre vem no primeiro neste hilário modo de olhar ""moderno"" que foca a vida, o amor e as gargalhadas.",63.714,/gGOZeGx3ggP5O9qvswRPN7PRVWn.jpg,,,,7.9,3125.0,Série (Popular),['US'],Modern Family,2009-09-23,Família Moderna,,,,
False,/yOyzlRw54oYaGvhUBdPr7TFwtrX.jpg,"[10765, 10759]",4629,en,,"Uma equipe de exploradores composta de soldados e cientistas viajam através do Stargate, um portal que dá acesso a outros planetas. Eles usam a passagem para explorar novos mundos e proteger a Terra contra forças inimigas.",80.4776,/dQjmI7XxI47v8IM2MUysHG0LuU2.jpg,,,,8.3,1709.0,Série (Popular),"['CA', 'US']",Stargate SG-1,1997-07-27,Stargate SG-1,,,,
False,/qLMfcvdCcCGD2BNLH8b6ZCBuO7D.jpg,"[10763, 35]",2224,en,,"The Daily Show é um programa estadunidense de notícias que satiriza sobretudo a política norte-americana. O programa começou em 1996 e era originalmente apresentado por Craig Killborn. Jon Stewart, que substituiu Killborn em 1999, apresentou o programa até agosto de 2015. Em setembro do mesmo ano o show foi assumido por Trevor Noah.",70.9368,/ixcfyK7it6FjRM36Te4OdblAq4X.jpg,,,,6.4,609.0,Série (Popular),['US'],The Daily Show,1996-07-22,The Daily Show com Trevor Noah,,,,
False,/q3pCsNvJ7CmdJUz2sJEEUY3pOPC.jpg,"[80, 18, 9648]",5920,en,,"Patrick Jane é famoso por sua habilidade de alta percepção de tudo que está ao seu redor. Ele já quase foi uma celebridade, alegando ser médium vidente, mas agora admite que fingia ter poderes paranormais. Com sua grande habilidade de observação, Patrick trabalha como consultor independente para as autoridades da Califórnia, resolvendo um número considerável de crimes complicados.",70.6546,/d1ZcT5tHzUeQ7zgYecOVoWxH9FL.jpg,,,,8.358,4067.0,Série (Popular),['US'],The Mentalist,2008-09-23,O Mentalista,,,,
False,/qFfWFwfaEHzDLWLuttWiYq7Poy2.jpg,[10767],2261,en,,,72.0458,/uSvET5YUvHNDIeoCpErrbSmasFb.jpg,,,,7.466,87.0,Série (Popular),['US'],The Tonight Show Starring Johnny Carson,1962-10-01,The Tonight Show Starring Johnny Carson,,,,
False,/dkhjP3GK44gkxmKzrgYzHs8hbtf.jpg,[18],250670,de,,"Quando Ruby testemunha, sem querer, um segredo explosivo na escola particular de Maxton Hall, o arrogante e milionário herdeiro James Beaufort tem que lidar, para seu desgosto, com a perspicaz estudante bolsista, e está determinado a silenciar Ruby. A apaixonada troca de insultos entre eles surpreendentemente acende uma faísca...",68.5808,/kI6BaSBXgHQ3naB4vwvB8eK6JtK.jpg,,,,8.35,582.0,Série (Popular),['DE'],Maxton Hall - Die Welt zwischen uns,2024-05-09,Maxton Hall - O mundo entre nós,,,,
False,/vDqCoaMU5FUAuUs0EvL4OAUCxJk.jpg,"[10751, 18]",210865,tr,,"Halis Korhan é o dono de um grande império de joias e o chefe da família Korhan. Embora seu filho Orhan e seu neto mais velho Fuat administrem a maior parte dos negócios, ele ainda toma as decisões mais importantes da empresa. Enquanto isso, seu neto mais novo Ferit é o oposto de seu irmão Fuat. O jovem é um solteiro muito irresponsável que acabou de voltar do exterior, onde foi estudar. Halis não aguenta mais a imprudência de Ferit e ele pede sua nora viúva Ifakat para encontrar uma esposa para seu neto.",73.0042,/1nJA6ARS2UCZi3iyP0JnVUPPf2n.jpg,,,,8.3,87.0,Série (Popular),['TR'],Yalı Çapkını,2022-09-23,O Canto do Pássaro,,,,
False,/or0E36KfzJYZwqXeiCfm1JgepKF.jpg,[18],37680,en,,"Mesmo sem se formar e sem licença para advogar, um jovem brilhante impressiona um importante advogado e consegue uma cobiçada posição em sua firma.",71.0044,/sKJyTpR5UdoCs8LzRHMeCPpOj48.jpg,,,,8.223,5443.0,Série (Popular),['US'],Suits,2011-06-23,Homens de Terno,,,,
False,/opxjwbFSadDgVmZtrLTlWJsUxrB.jpg,[18],283123,tr,,,71.4182,/eeFYLgiRFaG3bKx1qLyC7YOdHJz.jpg,,,,7.238,21.0,Série (Popular),['TR'],Eşref Rüya,2025-03-19,Eşref Rüya,,,,
False,/4AXxajuAz9tHAOe6h5zDg8z1X2s.jpg,"[80, 18]",1911,en,,"A Dra. Temperance Brennan é uma antropóloga forense altamente qualificada que trabalha no Instituto Jeffersonian e escreve romances. Ela possui um talento impressionante para enxergar pistas em ossos de vítimas, e por isso a polícia a chama para ajudar em investigações quando os restos mortais estão tão decompostos, queimados ou destruídos que métodos de identificação padrão são inúteis. Temperance frequentemente trabalha em parceria com o agente especial Seeley Booth, ex-atirador de elite do exército que não confia na ciência ou em cientistas para resolver crimes, mas desenvolveu um respeito pessoal e profissional por Temperance.",72.6835,/rElaRnNez2dXBCMv1THHdVcroFY.jpg,,,,8.2,3350.0,Série (Popular),['US'],Bones,2005-09-13,Bones,,,,
False,/rAOjnEFTuNysY7bot8zonhImGMh.jpg,"[10759, 18, 10765]",1402,en,,"Nos Estados Unidos pós-apocalíptico, um pequeno grupo de sobreviventes segue viajando à procura de uma nova casa longe dos mortos-vivos. O desespero por segurança e suprimentos os coloca constantemente à beira da sanidade.",69.0091,/9lb02gTh4LLB17yAEXFd4C3R4JP.jpg,,,,8.092,17327.0,Série (Popular),['US'],The Walking Dead,2010-10-31,The Walking Dead,,,,
False,/dkhjP3GK44gkxmKzrgYzHs8hbtf.jpg,[18],250670,de,,"Quando Ruby testemunha, sem querer, um segredo explosivo na escola particular de Maxton Hall, o arrogante e milionário herdeiro James Beaufort tem que lidar, para seu desgosto, com a perspicaz estudante bolsista, e está determinado a silenciar Ruby. A apaixonada troca de insultos entre eles surpreendentemente acende uma faísca...",68.5808,/kI6BaSBXgHQ3naB4vwvB8eK6JtK.jpg,,,,8.35,582.0,Série (Popular),['DE'],Maxton Hall - Die Welt zwischen uns,2024-05-09,Maxton Hall - O mundo entre nós,,,,
False,/s0w8JbuNNxL1YgaHeDWih12C3jG.jpg,"[16, 35, 10759, 10765]",63926,ja,,"O super-herói mais forte do mundo pode matar qualquer um com um só golpe. Mas, com uma vida sem desafios, ele sofre com o tédio e a depressão.",68.1555,/a8BknzvFVK5EZ83rKg1a83iwaj0.jpg,,,,8.4,3910.0,Série (Popular),['JP'],ワンパンマン,2015-10-05,One-Punch Man,,,,
False,/uJFQayf3WqxIbS1drH5dTUx57Ph.jpg,[35],2691,en,,A vida mulherenga do solteirão Charlie é afetada quando seu irmão divorciado e seu sobrinho de língua afiada vão morar com ele.,67.2747,/dPCv0RaOj2pRxZcUDOoqXFe7Pqn.jpg,,,,7.4,3508.0,Série (Popular),['US'],Two and a Half Men,2003-09-22,Dois Homens e Meio,,,,
False,/gFkHcIh7iE5G0oVOgpmY8ONQjhl.jpg,"[18, 10765]",60735,en,,Um perito forense desperta de um coma com poderes especiais que serão postos à prova na luta contra forças que ameaçam a cidade.,66.2347,/lFxIoMKqkgTuxpghTPHBjoVstMV.jpg,,,,7.8,11427.0,Série (Popular),['US'],The Flash,2014-10-07,Flash,,,,
False,/3awNXEAkCewKiueXU77K06g0vJq.jpg,[35],244557,tr,,,66.0777,/f6VrRlLqbWiGlhdBT658rWe1nLQ.jpg,,,,8.0,16.0,Série (Popular),['TR'],Mahsun J,2024-01-26,Mahsun J,,,,
False,/7VO04TtL1jIT6XOPs9u4jdB8KaB.jpg,"[35, 10767]",59941,en,,"The Tonight Show Estrelado por Jimmy Fallon é um talk show noturno americano apresentado por Jimmy Fallon na rede NBC. É a sétima versão do programa mais antigo da NBC, a franquia The Tonight Show, sendo Fallon o seu sexto apresentador. O programa também conta com a presença do narrador Steve Higgins e a banda da casa The Roots. The Tonight Show é produzido pela antiga produtora executiva do Daily Show Josh Lieb e uma produção executiva de Lorne Michaels. O programa é gravado no Estúdio 6B do Rockefeller Center, Nova Iorque. O programa vai ao ar diariamente às noites, às 23:34 no horário oriental / pacífico dos Estados Unidos. O programa abre com o monólogo típico de Jimmy Fallon, seguido por esquetes / jogo cômicos, concluindo com uma entrevista com o convidado e uma atração musical. A estreia do programa atraiu críticas positivas dos profissionais de televisão, e recebeu 11,3 milhões de telespectadores nos Estados Unidos. No Brasil o programa vai ao ar no canal GNT.",64.3646,/w45SzixehUuyVF4RY9aeNl3sFdc.jpg,,,,5.9,360.0,Série (Popular),['US'],The Tonight Show Starring Jimmy Fallon,2014-02-17,The Tonight Show com Jimmy Fallon,,,,
False,/nO7EzksrBzlNpAg5rgv8HzaBIkx.jpg,[35],1421,en,,"Você consegue acreditar que todos eles são parentes? Nem eles! Modern Family nos traz uma divertida e inovadora visão do que significa criar uma família nesta época doida em que vivemos. Relacionamentos multiculturais, adoção e casamento de pessoas do mesmo sexo são apenas alguns dos assuntos atuais abordados por esta série que os analisa de modo divertido e sensível. Não importa o tamanho ou a formação, a família sempre vem no primeiro neste hilário modo de olhar ""moderno"" que foca a vida, o amor e as gargalhadas.",63.714,/gGOZeGx3ggP5O9qvswRPN7PRVWn.jpg,,,,7.9,3125.0,Série (Popular),['US'],Modern Family,2009-09-23,Família Moderna,,,,
False,/cJYLon9ejKJV7ua03ab8Tj9u067.jpg,"[18, 10765]",18165,en,,"Elena tenta sobreviver entre os seres sobrenaturais que vivem em segredo. Ela se apaixona pelo misterioso Stefan, mas o retorno do seu irmão, Damon, ameaça essa paixão.",63.6151,/lcGQaSrWkkxGuh0JJqyN2TkuNqb.jpg,,,,8.311,9372.0,Série (Popular),['US'],The Vampire Diaries,2009-09-10,Diários de um Vampiro,,,,
False,/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,"[10759, 18, 80]",1973,en,,"O Agente federal Jack Bauer não se pode dar ao luxo de jogar pelas  regras. Como membro da UCT (Unidade Contra Terrorismo), Jack deve parar  bombas, vírus, tentativas de assassinato, e geralmente salvar alguém que  lhe é próximo. Cada temporada da série tem 24 episódios, cada um, em  desdobramento em tempo real, de uma hora consecutiva num dia muito ruim.",63.3248,/nmR2wQIilYPzX0xXVcHyJCT8RTI.jpg,,,,7.8,1671.0,Série (Popular),['US'],24,2001-11-06,24 Horas,,,,
False,/vnTrREtP0qBSmZHEEZR515FAXXB.jpg,"[16, 10759, 10765, 18]",278635,ja,,"Deus criou nove raças nos tempos antigos. Os humanos eram a raça mais fraca e ridicularizada entre elas. Light, um garoto humano, teve a sorte de ser convidado para se juntar a um grupo de todas as nove raças chamado ""Assembleia das Raças"". Ele ficou feliz sendo membro por um tempo, mas isso foi um sonho curto. Suas esperanças só seriam traídas por seus companheiros na maior e mais hedionda masmorra, ""Abismo"". Depois de sobreviver sozinho no fundo do Abismo, Light descobre o verdadeiro significado de seu dom ""Gacha Ilimitada"". Light se erguerá do pior desespero para construir seu próprio império com os jogadores mais fortes.",62.5129,/lFOtbsKfbrEixJXhHZLeoUtqUIn.jpg,,,,8.972,18.0,Série (Popular),['JP'],信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐＆『ざまぁ！』します！,2025-10-03,"My Gift Lvl 9999 Unlimited Gacha: Backstabbed in a Backwater Dungeon, I'm Out for Revenge!",,,,
False,/yUOFocKDW7MCC5isx4FK8A68QFp.jpg,"[9648, 10759, 18]",4607,en,,"Os sobreviventes de um voo que estava milhas fora do curso caem em uma ilha que abriga um sistema de segurança monstruoso, uma série de abrigos subterrâneos e um grupo de sobrevivencialistas violentos escondidos nas sombras.",62.1605,/3NVsXuJg8NZZxVghQ90XYugOcfG.jpg,,,,7.9,4757.0,Série (Popular),['US'],Lost,2004-09-22,Lost,,,,
False,/zOnLMRD3PIhwO5KZmWMVEnLokMo.jpg,"[18, 80]",1419,en,,"Richard Castle é um dos autores de livros de crimes mais bem-sucedidos do mundo. Mas quando seu estilo de vida de estrela de rock não é suficiente, este bad boy encontra a bela e inteligente detetive Kate Beckett.",62.097,/diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg,,,,7.982,2000.0,Série (Popular),['US'],Castle,2009-03-09,Castle,,,,
False,/u8bpEqCRWLzwe6Qs3WYabA0r6pO.jpg,"[80, 18]",221079,en,,Dezenas de prisioneiros violentos são libertados após o avião que os transportava cair numa remota região do Alasca. O único representante da lei no local deve proteger a cidade que ele jurou manter em segurança.,61.8785,/dxwc8QKPLc2PkeJZNGdz8fn5LmH.jpg,,,,7.33,91.0,Série (Popular),['US'],The Last Frontier,2025-10-09,A Última Fronteira,,,,
False,/mLyW3UTgi2lsMdtueYODcfAB9Ku.jpg,[35],2316,en,,"Michael Scott é o egocêntrico, insensível e incompetente gerente regional de uma subsidiária da Dunder Mifflin Paper Company. Michael acredita ser o cara mais engraçado do escritório, uma fonte de sabedoria para negócios e o melhor amigo de seus funcionários. Ele nem desconfia que a sua equipe o tolera apenas pelo fato dele assinar o contracheque deles. Sem saber o que os seus funcionários pensam a seu respeito, Michael acaba sempre alternando decisões absurdas ou patéticas, mas sempre hilárias.",61.5794,/zlghlgOvIU9Cyz3S2uib8ldFKJl.jpg,,,,8.588,4792.0,Série (Popular),['US'],The Office,2005-03-24,The Office,,,,
False,/ynSOcgDLZfdLCZfRSYZGiTgYJVo.jpg,"[37, 18]",73586,en,,"John Dutton tenta proteger seu rancho, o maior dos Estados Unidos, de um mundo corrupto.",61.4108,/s4QRRYc1V2e68Qy9Wel9MI8fhRP.jpg,,,,8.3,2922.0,Série (Popular),['US'],Yellowstone,2018-06-20,Yellowstone,,,,
False,/n3Brk7roueE9HOwVmYlJx5j462g.jpg,"[10759, 80, 18]",2288,en,,"Lincoln Burrows é condenado injustamente à pena de morte. Só lhe resta confiar no irmão Michael Scofield, que executa um plano de fuga e se vê no meio de uma perigosa conspiração.",61.3343,/rK3Vwe0Wm0VXxf4IJCdlHeEREYx.jpg,,,,8.077,5671.0,Série (Popular),['US'],Prison Break,2005-08-29,Prison Break: Em Busca da Verdade,,,,
False,/lH22EnM0ofC7GsVGU8dAA2RXV1c.jpg,"[10759, 16, 10762]",65334,fr,,"Ladybug é uma heroína que tem a missão de defender Paris de um vilão misterioso. Junto com o parceiro Cat Noir, eles devem conciliar o dia a dia com a vida de super-heróis.",61.3265,/24wf3O8SJeUSJJvDowQR5FDgHGO.jpg,,,,8.0,4531.0,Série (Popular),['FR'],"Miraculous, les aventures de Ladybug et Chat Noir",2015-10-19,Miraculous: As Aventuras de Ladybug,,,,
False,/6gN8DYnIEln8v7OhRy61c57w0Xy.jpg,"[9648, 18, 10765]",124364,en,,"Desvende o mistério de uma cidade no centro dos EUA. Enquanto os moradores lutam para manter um senso de normalidade, eles também devem sobreviver às ameaças da floresta ao redor, incluindo as criaturas aterrorizantes que surgem quando o sol se põe.",59.7424,/j4DJV91VGx7eAIWPeolV0nOtT1G.jpg,,,,8.2,2227.0,Série (Popular),['US'],FROM,2022-02-20,Origem,,,,
False,/gmECX1DvFgdUPjtio2zaL8BPYPu.jpg,"[16, 10759, 10765]",95479,ja,,"Sofrimento, arrependimento, vergonha: os sentimentos negativos dos humanos tornam-se Maldições, causando terríveis acidentes que podem levar até mesmo à morte. E pra piorar, Maldições só podem ser exorcizadas por outras Maldições. Certo dia, para salvar amigos que estavam sendo atacados por Maldições, Yuji Itadori engole o dedo do Ryomen-Sukuna, absorvendo sua Maldição. Ele então decide se matricular no Colégio Técnico de Feitiçaria de Tóquio, uma organização que combate as Maldições... e assim começa a heróica lenda do garoto que tornou-se uma Maldição para exorcizar uma Maldição.",59.5946,/mGPwEkHxyErWoX7Z1sk2YuOKtQ8.jpg,,,,8.577,4019.0,Série (Popular),['JP'],呪術廻戦,2020-10-03,Jujutsu Kaisen,,,,
False,/14LzHqJrFcHk7ruMNCXpEkB0Thg.jpg,[18],44006,en,,"Acompanhe o dia-a-dia intenso e os dramas dos oficiais do Departamento de Bombeiros de Chicago e paramédicos do Quartel 51. A equipe composta por bombeiros, equipe de resgate e paramédicos, irá passar por situações tensas e delicadas, arriscando suas próprias vidas para salvar pessoas em perigo, além de ter que lidar com os conflitos pessoais e os desafios que surgem por conta das diferenças entre os companheiros de equipe.",59.2315,/iD8lx0VgmpCZMhycI0Xw72wCuRS.jpg,,,,8.4,2323.0,Série (Popular),['US'],Chicago Fire,2012-10-10,Chicago Fire: Heróis Contra o Fogo,,,,
False,/n3Brk7roueE9HOwVmYlJx5j462g.jpg,"[10759, 80, 18]",2288,en,,"Lincoln Burrows é condenado injustamente à pena de morte. Só lhe resta confiar no irmão Michael Scofield, que executa um plano de fuga e se vê no meio de uma perigosa conspiração.",61.3343,/rK3Vwe0Wm0VXxf4IJCdlHeEREYx.jpg,,,,8.077,5671.0,Série (Popular),['US'],Prison Break,2005-08-29,Prison Break: Em Busca da Verdade,,,,
False,/q71au2YjcwXBMZKNzNgjK7RZ3Hs.jpg,[18],157741,en,,"Ambientada nas cidades em expansão do Texas, Landman é uma fábula de busca por fortuna no mundo do petróleo. A série narra o contraste entre operários e bilionários, que alimentam um boom que está remodelando nosso clima, economia e geopolítica.",56.7227,/aj8uehRXWeQ7WSbnhnKRZ23GBdn.jpg,,,,8.063,302.0,Série (Popular),['US'],Landman,2024-11-17,Landman,,,,
False,/mLyW3UTgi2lsMdtueYODcfAB9Ku.jpg,[35],2316,en,,"Michael Scott é o egocêntrico, insensível e incompetente gerente regional de uma subsidiária da Dunder Mifflin Paper Company. Michael acredita ser o cara mais engraçado do escritório, uma fonte de sabedoria para negócios e o melhor amigo de seus funcionários. Ele nem desconfia que a sua equipe o tolera apenas pelo fato dele assinar o contracheque deles. Sem saber o que os seus funcionários pensam a seu respeito, Michael acaba sempre alternando decisões absurdas ou patéticas, mas sempre hilárias.",61.5794,/zlghlgOvIU9Cyz3S2uib8ldFKJl.jpg,,,,8.588,4792.0,Série (Popular),['US'],The Office,2005-03-24,The Office,,,,
False,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,"[80, 18]",1398,en,,"Chefe da máfia e pai de família, Tony Soprano começa a ter ataques de pânico e decide procurar a ajuda de uma profissional, Dra. Jennifer Melfi. Ele discute sua intimidade e a vida no crime, revelando o desconforto da mulher, Carmela Soprano, com as suas atividades profissionais. Enquanto tenta proteger os filhos, Meadow e Anthony Junior, o mafioso irá enfrentar uma investigação federal e a possível traição de um membro da família.",53.1639,/sLJWVqPsmzw6PQfq3SOYA4oQCVb.jpg,,,,8.648,3185.0,Série (Popular),['US'],The Sopranos,1999-01-10,Família Soprano,,,,
False,/skBNukpZWvr5AhqPDEaO262Rjkr.jpg,"[16, 35]",1433,en,,"Stan Smith é um agente da CIA lotado em Langley Falls, na Virginia, cujo objetivo principal da vida é a segurança nacional. Sua família, um peixe dourado falante e um alienígena resgatado da Área 51 mantêm Stan ocupado enquanto ele tenta combater atividades terroristas nos EUA.",59.2218,/aC1q422YhQR7k82GB8gW4KoD91p.jpg,,,,7.0,2268.0,Série (Popular),['US'],American Dad!,2005-02-06,American Dad!,,,,
False,/14LzHqJrFcHk7ruMNCXpEkB0Thg.jpg,[18],44006,en,,"Acompanhe o dia-a-dia intenso e os dramas dos oficiais do Departamento de Bombeiros de Chicago e paramédicos do Quartel 51. A equipe composta por bombeiros, equipe de resgate e paramédicos, irá passar por situações tensas e delicadas, arriscando suas próprias vidas para salvar pessoas em perigo, além de ter que lidar com os conflitos pessoais e os desafios que surgem por conta das diferenças entre os companheiros de equipe.",59.2315,/iD8lx0VgmpCZMhycI0Xw72wCuRS.jpg,,,,8.4,2323.0,Série (Popular),['US'],Chicago Fire,2012-10-10,Chicago Fire: Heróis Contra o Fogo,,,,
